symbol,strategy,direction,regime,opened_at,closed_at,signal_score,entry_stages_filled,planned_capital_krw,used_capital_krw,total_notional_krw,average_entry,net_pnl_krw,gross_pnl_krw,fees_krw,slippage_krw,return_on_used_capital_pct,exit_reason,bars_held,cost_scenario
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-06-16 11:30:00+00:00,2026-06-16 13:00:00+00:00,90,1,30000,12000.0,60000.0,1793.486295,678.0948594819085,750.5451865938649,72.45032711195631,60.3754753234584,5.650790495682571,STOP,7,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-06-16 19:15:00+00:00,2026-06-17 08:30:00+00:00,90,1,30000,12000.0,60000.0,1794.5168099999999,-866.98522519052,-795.4625026921353,71.52272249838472,59.60208478354434,-7.224876876587667,STOP,54,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-06-20 21:15:00+00:00,2026-06-21 08:30:00+00:00,90,1,30000,12000.0,60000.0,1735.28721,-475.8316028609966,-404.07404728937024,71.75755557162637,59.797876907303404,-3.9652633571749716,STOP,46,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-28 02:30:00+00:00,2026-06-28 08:30:00+00:00,85,2,30000,21000.0,105000.0,1566.613236264027,-1016.0296882463672,-889.4959906519761,126.53369759439119,105.44455198245595,-4.8382366106969865,STOP,25,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-29 02:15:00+00:00,2026-06-29 02:45:00+00:00,85,1,30000,12000.0,60000.0,1554.06258,-1021.3041305699438,-948.7348896361622,72.56924093378169,60.474145379625526,-8.510867754749531,STOP,3,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-30 21:15:00+00:00,2026-07-01 01:15:00+00:00,85,1,30000,12000.0,60000.0,1571.223995,176.15796936990867,248.0091638715857,71.85119450167704,59.87607238936695,1.4679830780825722,STOP,17,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-03 01:30:00+00:00,2026-07-03 14:00:00+00:00,90,1,30000,12000.0,60000.0,1708.9340399999999,932.1477419270075,1004.7505922823769,72.60285035536943,60.50264160944386,7.767897849391729,STOP,50,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-03 18:45:00+00:00,2026-07-04 01:00:00+00:00,95,1,30000,12000.0,60000.0,1739.38926,632.8355432187402,705.2586984378029,72.42315521906268,60.35282075209392,5.273629526822835,STOP,26,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-04 04:30:00+00:00,2026-07-04 17:00:00+00:00,90,2,30000,21000.0,105000.0,1757.389226486883,1139.5793958323113,1266.3391993519224,126.75980351961115,105.633512592839,5.426568551582435,STOP,51,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-05 16:30:00+00:00,2026-07-05 22:45:00+00:00,90,1,30000,12000.0,60000.0,1771.1951549999999,571.6877630511763,644.0742075757217,72.38644452454542,60.322213202887305,4.764064692093135,STOP,26,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-06 01:00:00+00:00,2026-07-06 03:30:00+00:00,85,1,30000,12000.0,60000.0,1793.2962,-775.6398406230181,-704.0622779898121,71.57756263320611,59.64780775738449,-6.463665338525152,STOP,11,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-06 19:00:00+00:00,2026-07-07 00:15:00+00:00,90,1,30000,12000.0,60000.0,1792.79595,302.4000378278153,374.62481271544453,72.22477488762927,60.18742110940772,2.520000315231794,STOP,22,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-07 18:45:00+00:00,2026-07-07 18:45:00+00:00,85,1,30000,12000.0,60000.0,1804.7519249999998,-643.5207475162155,-571.8638658357169,71.65688168049857,59.71394002959061,-5.362672895968462,STOP,1,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-10 13:45:00+00:00,2026-07-10 14:15:00+00:00,85,1,30000,12000.0,60000.0,1801.6803899999998,-458.810207087893,-387.04243254742147,71.76777454047155,59.806396974703546,-3.823418392399108,STOP,3,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-11 06:00:00+00:00,2026-07-11 15:30:00+00:00,85,1,30000,12000.0,60000.0,1799.349225,394.34300576957105,466.6229795573055,72.27997378773438,60.23344320387501,3.2861917147464252,STOP,39,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-12 14:30:00+00:00,2026-07-12 22:00:00+00:00,85,1,30000,12000.0,60000.0,1805.752425,92.86801708572116,164.96699728409163,72.09898019837046,60.08253976102405,0.7739001423810097,STOP,31,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-14 23:15:00+00:00,2026-07-15 01:30:00+00:00,85,1,30000,12000.0,60000.0,1886.8029299999998,-622.7615883256482,-551.0922436718513,71.66934465379688,59.72433103617828,-5.189679902713735,STOP,10,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-15 11:15:00+00:00,2026-07-15 13:15:00+00:00,85,2,30000,21000.0,105000.0,1886.6509376223341,1780.259302517756,1907.4037447646147,127.14444224685876,105.95420521185534,8.477425250084552,TP3_4.0R,9,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-16 05:30:00+00:00,2026-07-16 07:30:00+00:00,90,1,30000,12000.0,60000.0,1925.4622499999998,-481.78070061361063,-410.0267166435968,71.75398397001385,59.79489908371218,-4.014839171780089,STOP,9,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-19 07:30:00+00:00,2026-07-19 10:00:00+00:00,85,1,30000,12000.0,60000.0,1869.3442049999999,-270.73634149479454,-198.85565488772718,71.88068660706736,59.900537433769514,-2.256136179123288,STOP,11,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-20 01:30:00+00:00,2026-07-20 05:00:00+00:00,100,1,30000,12000.0,60000.0,1880.85996,-764.1659214518953,-692.5814703340958,71.58445111779955,59.65355103284832,-6.368049345432461,STOP,14,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-21 02:00:00+00:00,2026-07-21 10:45:00+00:00,90,1,30000,12000.0,60000.0,1907.4832649999998,700.9192959845167,773.3833259801047,72.46402999558806,60.38690010553831,5.840994133204306,STOP,36,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-21 14:00:00+00:00,2026-07-21 15:00:00+00:00,85,1,30000,12000.0,60000.0,1940.4097199999999,-569.8732010071856,-498.1721042697475,71.70109673743815,59.75080434253105,-4.748943341726546,STOP,5,LOWER_FRICTION_SENSITIVITY
ETHUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-22 05:00:00+00:00,2026-07-22 05:15:00+00:00,85,1,30000,12000.0,60000.0,1936.60782,-472.3993576619738,-400.6397415068779,71.75961615509587,59.79959491920259,-3.9366613138497817,STOP,2,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-06-16 10:00:00+00:00,2026-06-16 13:00:00+00:00,90,1,30000,12000.0,60000.0,74.835399,-750.8663946108976,-679.2739589862894,71.59243562460821,59.66020811706014,-6.257219955090814,STOP,13,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-06-20 18:30:00+00:00,2026-06-21 00:00:00+00:00,85,1,30000,12000.0,60000.0,71.893929,1133.8459497764013,1206.5698917114282,72.72394193502686,60.60360173922243,9.448716248136678,STOP,22,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-06-21 07:15:00+00:00,2026-06-21 08:15:00+00:00,85,1,30000,12000.0,60000.0,73.3476555,-442.77334661103185,-370.9959441775384,71.77740243349348,59.81442423252366,-3.6897778884252657,STOP,5,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-06-21 16:30:00+00:00,2026-06-21 20:45:00+00:00,85,1,30000,12000.0,60000.0,74.018991,-610.1375038149499,-538.4605801630478,71.67692365190217,59.730650027428595,-5.084479198457916,STOP,18,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-06-22 05:15:00+00:00,2026-06-22 14:45:00+00:00,85,1,30000,12000.0,60000.0,74.1300465,-874.5577210439035,-803.0395447707659,71.51817627313753,59.59829436730173,-7.287981008699196,STOP,39,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-26 03:30:00+00:00,2026-06-26 03:45:00+00:00,85,1,26800,10720.0,53600.0,66.7666,-1174.2589206262335,-1109.273356612266,64.98556401396735,54.15437289855624,-10.953907841662627,STOP,2,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-06-28 10:45:00+00:00,2026-06-28 19:45:00+00:00,95,2,30000,21000.0,105000.0,71.70124571094904,-1701.6650456410157,-1576.6110122483647,125.05403339265098,104.21132639394469,-8.103166884004837,STOP,37,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-01 00:00:00+00:00,2026-07-01 01:00:00+00:00,85,1,30000,12000.0,60000.0,73.6598115,-550.9602975967613,-479.2478463045441,71.71245129221728,59.76027120494402,-4.591335813306344,STOP,5,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-02 04:30:00+00:00,2026-07-02 10:45:00+00:00,90,1,30000,12000.0,60000.0,78.2901255,1726.1264512397886,1799.2059748246834,73.0795235848948,60.90006801391789,14.384387093664905,TP3_4.0R,26,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-03 02:15:00+00:00,2026-07-03 03:00:00+00:00,90,1,30000,12000.0,60000.0,81.28962449999999,-679.6003835456554,-607.9651626432413,71.63522090241406,59.695880351349665,-5.663336529547128,STOP,4,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-03 07:30:00+00:00,2026-07-04 01:00:00+00:00,85,1,30000,12000.0,60000.0,81.10753349999999,796.9508195196588,869.4725030214717,72.52168350181287,60.43496872837339,6.64125682933049,STOP,70,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-04 03:30:00+00:00,2026-07-04 06:15:00+00:00,85,1,30000,12000.0,60000.0,82.40618249999999,182.67863187148032,254.83153078995431,72.15289891847397,60.12749450514444,1.522321932262336,STOP,12,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-04 18:30:00+00:00,2026-07-04 19:00:00+00:00,90,1,30000,12000.0,60000.0,82.30213049999999,-479.29209144905417,-407.53661341710443,71.75547803194974,59.79614475817167,-3.994100762075451,STOP,3,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-06 01:45:00+00:00,2026-07-06 02:45:00+00:00,85,1,30000,12000.0,60000.0,81.9739665,-753.8477708004259,-682.2571250754712,71.59064572495471,59.658715787854845,-6.282064756670216,STOP,5,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-07 00:30:00+00:00,2026-07-07 02:00:00+00:00,85,1,30000,12000.0,60000.0,82.3341465,-525.0926581244457,-453.3646769306041,71.72798119384163,59.77321926366177,-4.375772151037047,STOP,7,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-13 05:15:00+00:00,2026-07-13 08:45:00+00:00,90,1,30000,12000.0,60000.0,76.23686250000002,-496.3963535125025,-424.14186839146765,72.25448512103489,60.21197995170769,-4.136636279270854,STOP,15,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-16 12:45:00+00:00,2026-07-16 13:15:00+00:00,85,1,30000,12000.0,60000.0,75.7111255,-597.0422317881678,-524.7273953509572,72.31483643721057,60.26224758138548,-4.975351931568065,STOP,3,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-17 01:45:00+00:00,2026-07-17 13:45:00+00:00,85,2,30000,21000.0,105000.0,75.03423788242084,1349.6397888844474,1474.7549359228935,125.11514703844625,104.2630172865143,6.426856137544988,STOP,49,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-18 08:15:00+00:00,2026-07-18 12:00:00+00:00,90,2,30000,21000.0,105000.0,74.73317041575476,-686.8350858743897,-560.4987866024283,126.33629927196145,105.28013558863893,-3.270643266068522,STOP,16,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-21 14:15:00+00:00,2026-07-21 14:15:00+00:00,90,1,30000,12000.0,60000.0,78.469215,-456.1042815900976,-384.3348825196094,71.76939907048823,59.80775142695003,-3.8008690132508134,STOP,1,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-22 01:30:00+00:00,2026-07-22 03:45:00+00:00,90,1,30000,12000.0,60000.0,78.2641125,-453.29331638981023,-381.52222972764685,71.77108666216341,59.809158456863074,-3.777444303248419,STOP,10,LOWER_FRICTION_SENSITIVITY
SOLUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-25 09:00:00+00:00,2026-07-25 13:15:00+00:00,100,1,30000,12000.0,60000.0,73.71412450000001,-347.2262583802464,-275.06122164725804,72.16503673298836,60.13747687987518,-2.89355215316872,STOP,18,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-06-16 09:30:00+00:00,2026-06-16 13:30:00+00:00,90,2,30000,21000.0,105000.0,1.2421443081545163,-1532.809782543371,-1407.6543751684721,125.15540737489891,104.29584697276135,-7.29909420258748,STOP,17,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-21 20:30:00+00:00,2026-06-22 00:15:00+00:00,90,1,30000,12000.0,60000.0,1.1412290999999999,487.5773142233113,559.2417691618143,71.6644549385029,59.720533855994994,4.063144285194261,STOP,16,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-22 06:45:00+00:00,2026-06-22 07:15:00+00:00,85,1,30000,12000.0,60000.0,1.1308343,-521.348389303423,-449.07894193826,72.26944736516296,60.224442257335284,-4.344569910861859,STOP,3,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-22 18:45:00+00:00,2026-06-23 08:15:00+00:00,85,1,30000,12000.0,60000.0,1.1381306500000001,1398.4085105476224,1469.5267944709399,71.11828392331743,59.265618800859535,11.65340425456352,TP3_4.0R,54,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-24 07:00:00+00:00,2026-06-24 11:45:00+00:00,95,1,30000,12000.0,60000.0,1.10114915,487.8151375500836,559.4794498801555,71.66431233007191,59.72041507502256,4.065126146250696,STOP,20,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-25 13:00:00+00:00,2026-06-25 14:00:00+00:00,90,1,30000,12000.0,60000.0,1.0736629000000002,1402.3773168274183,1473.4932208948815,71.11590406746308,59.26363657875483,11.686477640228485,STOP,5,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-26 12:30:00+00:00,2026-06-26 13:45:00+00:00,90,1,30000,12000.0,60000.0,1.02838555,249.61209155596234,321.4192400119552,71.80714845599283,59.83938569463997,2.080100762966353,STOP,6,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-28 06:30:00+00:00,2026-06-28 07:30:00+00:00,90,1,30000,12000.0,60000.0,1.0424785,-534.7393803292681,-462.4619031873557,72.27747714191241,60.23113039389206,-4.4561615027439005,STOP,5,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-28 19:45:00+00:00,2026-06-28 22:00:00+00:00,85,1,30000,12000.0,60000.0,1.0426784,-515.878614720433,-443.6124472520817,72.26616746835126,60.22171037593475,-4.298988456003609,STOP,10,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-03 16:15:00+00:00,2026-07-03 20:00:00+00:00,90,1,30000,12000.0,60000.0,1.1147571,891.9797318620897,964.5584669422551,72.57873508016536,60.48253549371802,7.43316443218408,STOP,16,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-04 03:15:00+00:00,2026-07-04 05:15:00+00:00,85,1,30000,12000.0,60000.0,1.1360677499999998,115.44781332879069,187.56034953851378,72.11253620972312,60.09384208831046,0.9620651110732558,STOP,9,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-04 08:30:00+00:00,2026-07-04 19:45:00+00:00,85,1,30000,12000.0,60000.0,1.1459727,1154.2846619885001,1227.0208745132081,72.73621252470792,60.613832345927825,9.619038849904168,STOP,46,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-06 00:45:00+00:00,2026-07-06 05:15:00+00:00,85,1,30000,12000.0,60000.0,1.15387665,-816.9206592183197,-745.3678799462874,71.55277927203223,59.62714462484036,-6.807672160152664,STOP,19,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-06 19:15:00+00:00,2026-07-06 22:30:00+00:00,90,1,30000,12000.0,60000.0,1.14647295,164.10971577054534,236.25146665053566,72.14175087999033,60.11819982574177,1.3675809647545445,STOP,14,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-13 12:15:00+00:00,2026-07-13 13:30:00+00:00,85,2,30000,21000.0,105000.0,1.0740003339656778,154.82839657201734,280.66000057167435,125.83160399965698,104.85976637963888,0.7372780789143683,STOP,6,LOWER_FRICTION_SENSITIVITY
XRPUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-21 18:45:00+00:00,2026-07-21 22:00:00+00:00,90,1,30000,12000.0,60000.0,1.1564779499999998,-731.810255176447,-660.2063790038493,71.6038761725977,59.669746676323385,-6.098418793137058,STOP,14,LOWER_FRICTION_SENSITIVITY
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-19 06:30:00+00:00,2026-06-19 13:45:00+00:00,95,2,30000,21000.0,105000.0,0.08236513538675759,-1403.5126004686238,-1276.7465525371015,126.76604793152225,105.63808049914935,-6.683393335564874,STOP,30,LOWER_FRICTION_SENSITIVITY
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-20 19:15:00+00:00,2026-06-20 22:00:00+00:00,85,1,30000,12000.0,60000.0,0.083188385,-507.5232526189983,-435.26209536178123,72.26115725721706,60.21753728653387,-4.2293604384916526,STOP,12,LOWER_FRICTION_SENSITIVITY
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-23 13:30:00+00:00,2026-06-23 13:30:00+00:00,85,1,30000,12000.0,60000.0,0.07908044,-535.063128300714,-462.7854570264981,72.27767127421589,60.23129208996724,-4.45885940250595,STOP,1,LOWER_FRICTION_SENSITIVITY
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-24 07:15:00+00:00,2026-06-24 11:45:00+00:00,85,1,30000,12000.0,60000.0,0.07891052500000001,152.07126351032073,223.93690136949903,71.86563785917829,59.888102505559935,1.2672605292526729,STOP,19,LOWER_FRICTION_SENSITIVITY
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-26 12:30:00+00:00,2026-06-26 13:45:00+00:00,90,1,30000,12000.0,60000.0,0.07378309,-728.6077544808475,-656.2140260652084,72.39372841563912,60.327958041517306,-6.071731287340396,STOP,6,LOWER_FRICTION_SENSITIVITY
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-28 12:45:00+00:00,2026-06-28 20:15:00+00:00,85,2,30000,21000.0,105000.0,0.07341855426162348,286.95877328081525,412.71114659285945,125.75237331204427,104.79377380292496,1.366470348956263,STOP,31,LOWER_FRICTION_SENSITIVITY
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-29 08:15:00+00:00,2026-06-29 12:00:00+00:00,85,1,30000,12000.0,60000.0,0.07264366,-766.4144862951023,-693.9980874426367,72.41639885246558,60.34684063090107,-6.38678738579252,STOP,16,LOWER_FRICTION_SENSITIVITY
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-30 03:45:00+00:00,2026-06-30 12:15:00+00:00,90,1,30000,12000.0,60000.0,0.07243376500000001,1235.2570895391987,1306.473205615829,71.2161160766305,59.34710485226293,10.293809079493323,TP3_4.0R,35,LOWER_FRICTION_SENSITIVITY
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-01 09:45:00+00:00,2026-07-01 13:30:00+00:00,95,1,30000,12000.0,60000.0,0.07133431500000001,-555.3643360247416,-483.0744913299437,72.28984469479796,60.24143153739623,-4.6280361335395135,STOP,16,LOWER_FRICTION_SENSITIVITY
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-08 15:45:00+00:00,2026-07-08 16:30:00+00:00,90,1,30000,12000.0,60000.0,0.07161417500000002,-704.197163417329,-631.8180725737847,72.37909084354428,60.31576616069307,-5.868309695144408,STOP,4,LOWER_FRICTION_SENSITIVITY
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-09 13:30:00+00:00,2026-07-09 15:00:00+00:00,85,1,30000,12000.0,60000.0,0.072273845,-485.67654387718085,-413.4284867851098,72.24805709207106,60.206625937915106,-4.04730453230984,STOP,7,LOWER_FRICTION_SENSITIVITY
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-13 12:30:00+00:00,2026-07-13 14:15:00+00:00,90,1,30000,12000.0,60000.0,0.072053955,-464.4439725184085,-392.2086473300105,72.23532518839801,60.196021320509104,-3.870366437653404,STOP,8,LOWER_FRICTION_SENSITIVITY
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-16 19:45:00+00:00,2026-07-17 10:00:00+00:00,85,2,30000,21000.0,105000.0,0.07301425359743208,1372.8568071889797,1497.9580323695582,125.10122518057827,104.25142153616923,6.537413367566571,STOP,58,LOWER_FRICTION_SENSITIVITY
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-24 04:15:00+00:00,2026-07-24 07:15:00+00:00,85,1,30000,12000.0,60000.0,0.06911542500000001,-431.70200143778,-359.4863096519888,72.2156917857912,60.17966832815461,-3.5975166786481667,STOP,12,LOWER_FRICTION_SENSITIVITY
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-24 15:15:00+00:00,2026-07-24 22:45:00+00:00,90,1,30000,12000.0,60000.0,0.06892552,-760.5594795936977,-688.1465916387144,72.41288795498322,60.34391634513585,-6.337995663280814,STOP,31,LOWER_FRICTION_SENSITIVITY
